word_uk,value,len,word_en
базар,18,5,bazaar
бальбоа,18,7,balboa
бізнесмен,18,9,businessman
будь-де,18,7,anywhere
бурбон,18,6,bourbon
буріто,18,6,burrito
важливість,18,10,importance
взнати,18,6,to know
взятися,18,7,to undertake
вигадка,18,7,invention
видатний,18,8,outstanding
викид,18,5,emission
виключення,18,10,exclusion
виконавчий,18,10,executive
винищувач,18,9,destroyer
виспатися,18,9,get enough sleep
вистачити,18,9,to suffice
відбутися,18,9,to happen
відмінити,18,9,cancel
відмінність,18,11,difference
відправитися,18,12,to go
відступ,18,7,retreat
включно,18,7,including
владнати,18,8,to manage
власноруч,18,9,personally
волоцюга,18,8,vagrant
втікати,18,7,escape
вчителів,18,8,teachers
гармата,18,7,gun
герцогиня,18,9,Duchess
голубий,18,7,blue
гонг,18,4,gong
господарство,18,12,household
грудень,18,7,December
гучний,18,6,loud
дверний,18,7,door
девон,18,5,Devon
державний,18,9,state
десятиліття,18,11,decades
добратися,18,9,to get there
додзвонитися,18,12,to call back
досягнути,18,9,to achieve
електрика,18,9,electricity
єднатися,18,8,unite
жаліти,18,6,spare
жахіття,18,7,horror
жерти,18,5,devour
животик,18,7,tummy
жир,18,3,fat
забава,18,6,fun
завантажити,18,11,download
зазирнути,18,9,to peek
залізо,18,6,iron
заперечення,18,11,denial
заслуга,18,7,merit
зачинити,18,8,close
збити,18,5,knock down
звалити,18,7,overthrow
згідний,18,7,consonant
здогадатися,18,11,guess
йогурт,18,6,yogurt
імунітет,18,8,immunity
інсулін,18,7,insulin
істина,18,6,truth
карел,18,5,Karelian
кетчуп,18,6,ketchup
колода,18,6,deck
контора,18,7,office
коріння,18,7,roots
кріль,18,5,rabbit
купатися,18,8,bathe
курорт,18,6,resort
лебідь,18,6,swan
лишенько,18,8,just a little
лобі,18,4,lobby
луї,18,3,Louis
лютий,18,5,February
місток,18,6,bridge
млн,18,3,million
мовчки,18,6,silently
морський,18,8,marine
навпіл,18,6,in half
найліпший,18,9,best
напередодні,18,11,on the eve
натура,18,6,nature
нашкодити,18,9,to harm
небесний,18,8,heavenly
невдача,18,7,fail
недооцінювати,18,13,underestimate
незвично,18,8,unusually
низький,18,7,low
ого-го,18,6,wow
офіціант,18,8,waiter
павук,18,5,spider
парашут,18,7,parachute
перейматися,18,11,to worry
підробка,18,8,fake
пляма,18,5,spot
побажати,18,8,wish
по-вашому,18,9,in your own way
погратися,18,9,to play
погуляти,18,8,to walk
помалу,18,6,little by little
пообіцяти,18,9,to promise
поручник,18,8,lieutenant
поступити,18,9,to enter
престол,18,7,throne
приготування,18,12,preparation
прискорити,18,10,accelerate
прихід,18,6,coming
проблемка,18,9,problem
пройтися,18,8,to walk
проїхати,18,8,to drive through
проститутка,18,11,prostitute
професійний,18,11,professional
прощатися,18,9,bid farewell
раба,18,4,slave
ранній,18,6,early
розбитий,18,8,broken
російський,18,10,Russian
свіжий,18,6,fresh
секунда,18,7,second
семеро,18,6,seven
середовище,18,10,environment
сестричка,18,9,sissy
скажений,18,8,mad
скелет,18,6,skeleton
скот,18,4,cattle
скрип,18,5,creak
слідкувати,18,10,follow
смердючий,18,9,stinking
смітник,18,7,dump
смокінг,18,7,tuxedo
снаряд,18,6,projectile
солодко,18,7,sweetly
спирт,18,5,alcohol
спонсор,18,7,sponsor
срібний,18,7,silver
стежка,18,6,path
стріла,18,6,arrow
сук,18,3,bough
сусідній,18,8,neighboring
сутенер,18,7,pimp
талановитий,18,11,talented
тренувати,18,9,train
турне,18,5,tour
тягати,18,6,drag
укласти,18,7,to conclude
уранці,18,6,in the morning
усередину,18,9,inside
ушу,18,3,ear
факультет,18,9,faculty
фермент,18,7,enzyme
фідель,18,6,Fidel
хитрість,18,8,cunning
цікавість,18,9,interest
цілуватися,18,10,kiss
черепаха,18,8,turtle
явище,18,5,phenomenon
ядро,18,4,core
аватар,17,6,avatar
безнадійний,17,11,hopeless
бич,17,3,scourge
благословенний,17,14,blessed
бункер,17,6,bunker
ватажок,17,7,leader
верхом,17,6,on horseback
видання,17,7,edition
вимикати,17,8,turn off
вйо,17,3,wow
виття,17,5,howling
виявлення,17,9,detection
відкинути,17,9,reject
відступати,17,10,retreat
вправо,17,6,to the right
гавкіт,17,6,bark
господарів,17,10,hosts
готуватися,17,10,prepare
графиня,17,7,countess
гуляш,17,5,goulash
десятка,17,7,ten
джакузі,17,7,jacuzzi
джип,17,4,jeep
дзвоник,17,7,bluebell
диня,17,4,melon
директорів,17,10,directors
довірити,17,8,to entrust
дозор,17,5,patrol
доїхати,17,7,to arrive
досьє,17,5,dossier
дрібний,17,7,small
дрібниця,17,8,trifle
журналіст,17,9,journalist
заборонити,17,10,to prohibit
зайве,17,5,unnecessary
закінчувати,17,11,finish
закриття,17,8,closing
заложник,17,8,hostage
замовкнути,17,10,shut up
занепокоєння,17,12,concern
запевнити,17,9,to assure
зараження,17,9,infection
заслужити,17,9,win
затримувати,17,11,detain
захоплений,17,10,enthusiastic
захочеться,17,10,will want
збір,17,4,gathering
звернення,17,9,appeal
зламаний,17,8,broken
зростати,17,8,grow
інструкція,17,10,instruction
капітал,17,7,capital
каталізатор,17,11,catalyst
каша,17,4,porridge
кенгуру,17,7,kangaroo
кинджал,17,7,dagger
кіл,17,3,circles
кілометр,17,8,kilometer
клімат,17,6,climate
коза,17,4,goat
комендант,17,9,commandant
кому-небудь,17,11,to someone
конгрес,17,7,congress
констебль,17,9,constable
крах,17,4,collapse
кружок,17,6,circle
крутіше,17,7,cooler
лампочка,17,8,bulb
лахи,17,4,rags
лимон,17,5,lemon
лякати,17,6,scare
манатки,17,7,duds
мандарин,17,8,tangerine
мандрівник,17,10,wanderer
мапа,17,4,map
маркер,17,6,marker
марнувати,17,9,waste
метафора,17,8,metaphor
миш,17,3,mouse
міжнародний,17,11,international
міністрів,17,9,ministers
місяцями,17,8,for months
міць,17,4,power
мовляв,17,6,they say
набрати,17,7,dial
надійно,17,7,reliably
написаний,17,9,written
направити,17,9,to send
наступ,17,6,offensive
науковець,17,9,scientist
небіжчик,17,8,deceased
нервовий,17,8,nervous
олівець,17,7,pencil
особняк,17,7,mansion
падати,17,6,fall
палати,17,6,chambers
паніка,17,6,panic
пасти,17,5,paste
паче,17,4,more
переживати,17,10,experience
переїзд,17,7,moving
переляканий,17,11,frightened
песо,17,4,peso
пік,17,3,peak
побажання,17,9,wish
побити,17,6,beat
повести,17,7,take
подібний,17,8,similar
подружжя,17,8,married couple
поезія,17,6,poetry
поєдинок,17,8,duel
польський,17,9,Polish
помада,17,6,pomade
попісяти,17,8,to pee
попоїсти,17,8,eat
поразка,17,7,defeat
по-різному,17,10,differently
порушувати,17,10,violate
послуга,17,7,service
поснідати,17,9,have breakfast
по-французьки,17,13,in French
поширення,17,9,spread
представляти,17,12,represent
прекрасен,17,9,beautiful
примара,17,7,ghost
прихильність,17,12,favor
пробудження,17,11,awakening
програти,17,8,to lose
противник,17,9,enemy
прототип,17,8,prototype
проходити,17,9,pass
пуск,17,4,starting
пускати,17,7,let
радій,17,5,radium
розпізнати,17,10,recognize
розтин,17,6,autopsy
розумніший,17,10,smarter
руда,17,4,ore
рятівник,17,8,savior
світле,17,6,light
сенат,17,5,senate
сенсей,17,6,sensei
скорочення,17,10,abbreviation
смакота,17,7,deliciousness
снайпер,17,7,sniper
сперма,17,6,sperm
спокусити,17,9,to seduce
спорядження,17,11,equipment
ставок,17,6,pond
страва,17,6,dish
страхування,17,11,insurance
стрибнути,17,9,to jump
строк,17,5,term
сум,17,3,sum
сучасний,17,8,modern
схвильований,17,12,excited
сьогодення,17,10,present
тарілка,17,7,plate
тварюка,17,7,creature
трубка,17,6,tube
тюльпан,17,7,tulip
тяжкий,17,6,severe
увезти,17,6,to bring in
упродовж,17,8,throughout
фахівець,17,8,specialist
фізик,17,5,physicist
фільтр,17,6,filter
фінансовий,17,10,financial
фотка,17,5,photo
хам,17,3,boor
ха-ха-ха,17,8,hahahaha
худий,17,5,thin
чіп,17,3,chip
шерсть,17,6,wool
шина,17,4,tire
щомісяця,17,8,monthly
щоранку,17,7,every morning
юань,17,4,yuan
баки,16,4,tanks
барахло,16,7,junk
батарея,16,7,battery
батончик,16,8,candy bar
буква,16,5,letter
вакцина,16,7,vaccine
вальс,16,5,waltz
вбік,16,4,aside
велич,16,5,greatness
вжити,16,5,to use
вилупок,16,7,hatchling
винищення,16,9,extermination
виразити,16,8,express
витріщатися,16,11,stare
витяг,16,5,extract
відібрати,16,9,to select
відпочивати,16,11,rest
відчай,16,6,despair
внаслідок,16,9,because of
впевненість,16,11,confidence
входити,16,7,enter
гак,16,3,hook
генеральний,16,11,general
голосування,16,11,voting
гордий,16,6,proud
готівка,16,7,cash
гранд,16,5,grandee
груба,16,5,rough
дме,16,3,blowing
додатковий,16,10,additional
доручення,16,9,authorization
досвідчений,16,11,experienced
дядечко,16,7,uncle
ейнштейн,16,8,Einstein
желе,16,4,jelly
жеребець,16,8,stallion
життєвий,16,8,vital
заборонений,16,11,prohibited
загальний,16,9,general
загибель,16,8,death
закохатися,16,10,fall in love
залучити,16,8,to attract
замішаний,16,9,mixed up
заправка,16,8,gas station
застав,16,6,pledge
захисний,16,8,protective
заховати,16,8,hide
захопливо,16,9,fascinatingly
звернути,16,8,to turn
звертатися,16,10,address
звичка,16,6,habit
звідкіля,16,8,from where
зводити,16,7,deceive
здавати,16,7,surrender
здуріти,16,7,become stupid
змушувати,16,9,force
зоряний,16,7,star
йо-хо-хо,16,8,yo-ho-ho
ікарус,16,6,Icarus
інфекція,16,8,infection
кавалер,16,7,cavalier
кампус,16,6,campus
карати,16,6,punish
карнавал,16,8,carnival
кечуа,16,5,Quechua
кимсь,16,5,by someone
китайський,16,10,Chinese
кількома,16,8,several
клапан,16,6,valve
клацання,16,8,click
ковпак,16,6,cap
командувати,16,11,command
контейнер,16,9,container
копіювання,16,10,copying
корм,16,4,feed
кохатися,16,8,to make love
крапля,16,6,drop
ладусі,16,6,Ladosi
лікуватися,16,10,to be treated
ліхтарик,16,8,flashlight
ліцензія,16,8,license
мазь,16,4,ointment
маніяк,16,6,maniac
маскування,16,10,disguise
мачо,16,4,macho
милостивий,16,10,merciful
мирний,16,6,peaceful
мислити,16,7,think
м-м,16,3,mmm
мода,16,4,fashion
монітор,16,7,monitor
моряк,16,5,sailor
мудрий,16,6,wise
напружений,16,10,strained
наслідок,16,8,consequence
насолодитися,16,12,to enjoy
натурал,16,7,straight man
наяву,16,5,in reality
негр,16,4,Negro
нікчема,16,7,nonentity
нім,16,3,him/her
нудьга,16,6,boredom
обвинувачений,16,13,accused
обирати,16,7,choose
обійти,16,6,to bypass
омлет,16,5,omelet
онуків,16,6,grandchildren
орендувати,16,10,rent
оточений,16,8,surrounded
отруєння,16,8,poisoning
офіційний,16,9,official
панів,16,5,gentlemen
паразит,16,7,parasite
партнерство,16,11,partnership
передавати,16,10,transfer
перетворитися,16,13,to transform
перешкодити,16,11,to hinder
пиття,16,5,drinking
підлога,16,7,floor
піднімати,16,9,raise
плакат,16,6,poster
подяка,16,6,gratitude
поєднати,16,8,combine
позбавлення,16,11,deprivation
показаний,16,9,shown
покращити,16,9,improve
полотенце,16,9,towel
помилитися,16,10,be mistaken
помолитися,16,10,to pray
попит,16,5,demand
порахувати,16,10,to count
поріг,16,5,threshold
порушити,16,8,to disturb
посилати,16,8,send
постійний,16,9,constant
прибути,16,7,to arrive
прикрість,16,9,disappointment
пристойний,16,10,decent
продемонструвати,16,16,demonstrate
промисловість,16,13,industry
пророк,16,6,prophet
професіонал,16,11,professional
процент,16,7,interest
рання,16,5,early
рената,16,6,Renata
репортаж,16,8,reportage
рівняння,16,8,equation
різдвяний,16,9,Christmas
розшукати,16,9,to find
ром,16,3,rum
романтик,16,8,romantic
сваритися,16,9,quarrel
себто,16,5,"that is,"
селище,16,6,village
сироп,16,5,syrup
сімох,16,5,seven
скринька,16,8,box
скупчення,16,9,cluster
сміливість,16,10,courage
спортивний,16,10,sports
спортсмен,16,9,athlete
стерти,16,6,erase
стогін,16,6,moan
стратити,16,8,to execute
стримувати,16,10,restrain
стрілець,16,8,Sagittarius
суддів,16,6,judges
сухо,16,4,dry
тепліше,16,7,warmer
торкнутися,16,10,to touch
трахатися,16,9,to fuck
тютюн,16,5,tobacco
умова,16,5,condition
услуга,16,6,service
уявляти,16,7,imagine
фан,16,3,fan
філософ,16,7,philosopher
французький,16,11,French
фюрер,16,5,Fuhrer
хімік,16,5,chemist
ходячий,16,7,walking
хорват,16,6,Croat
цент,16,4,cent
чортовий,16,8,damn
шафа,16,4,wardrobe
штурм,16,5,assault
юга,16,3,south
яскравий,16,8,bright
айфон,15,5,iPhone
аспірант,15,8,postgraduate
атож,15,4,so and so
багач,15,5,rich man
бажати,15,6,wish
байда,15,5,no way
більш-менш,15,10,more or less
благати,15,7,beg
блазень,15,7,buffoon
бунгало,15,7,bungalow
варіння,15,7,cooking
вдягнути,15,8,put on
вибухівка,15,9,explosive
вилетіти,15,8,fly out
вилізти,15,7,to climb out
вимагати,15,8,require
випадковий,15,10,random
виправдати,15,10,justify
вирощувати,15,10,grow
висадити,15,8,to land
висип,15,5,rash
відбуватися,15,11,occur
відображення,15,12,reflection
вікторія,15,8,Victoria
віце-президент,15,14,vice president
вказувати,15,9,point
вміст,15,5,contents
водіння,15,7,driving
вправний,15,8,proficient
галактика,15,9,galaxy
геніальний,15,10,brilliant
гірко,15,5,bitterly
голодувати,15,10,starve
голосувати,15,10,vote
голяка,15,6,naked
горіти,15,6,burn
давним-давно,15,12,long ago
джедай,15,6,Jedi
дисципліна,15,10,discipline
діва,15,4,Virgo
дівча,15,5,girl
доброта,15,7,kindness
доводити,15,8,prove
досконалий,15,10,perfect
дробовик,15,8,shotgun
дует,15,4,duet
дурник,15,6,nincompoop
ефективний,15,10,effective
жетон,15,5,counter
жорсткий,15,8,hard
заговорити,15,10,to speak
задовольнити,15,12,to satisfy
заманити,15,8,to lure
заміна,15,6,replacement
затока,15,6,bay
затягнути,15,9,tighten
збереження,15,10,preservation
збільшення,15,10,magnification
звинуватити,15,11,to accuse
знести,15,6,demolish
зовнішність,15,11,appearance
зручний,15,7,comfortable
інвестувати,15,11,invest
кільканадцять,15,13,a dozen
класика,15,7,classic
командувач,15,10,commander
комі,15,4,Komi
копіювати,15,9,copy
костел,15,6,church
крючок,15,6,hook
культура,15,8,culture
курячий,15,7,chicken
ламати,15,6,break
лимонад,15,7,lemonade
листоноша,15,9,postman
ліфчик,15,6,bra
марення,15,7,delirium
миленький,15,9,cute
минулий,15,7,past
міський,15,7,urban
м-м-м,15,5,m-m-m
мол,15,3,mole
монарх,15,6,monarch
мультик,15,7,cartoon
навар,15,5,concoction
найближчий,15,10,nearest
найважче,15,8,the hardest
найвищий,15,8,highest
належне,15,7,due
наново,15,6,again
неважко,15,7,not difficult
негарно,15,7,ugly
незадоволений,15,13,dissatisfied
нездара,15,7,incapable person
нервувати,15,9,jitter
нужник,15,6,latrine
освіта,15,6,education
отой,15,4,that one
паркування,15,10,parking
паста,15,5,paste
пацюк,15,5,rat
перевертень,15,11,werewolf
перешкода,15,9,obstacle
песик,15,5,doggy
печаль,15,6,sorrow
півтори,15,7,one and a half
підвіз,15,6,lift
піца,15,4,pizza
планувати,15,9,plan
повів,15,5,led
подихати,15,8,to breathe
помилування,15,11,pardon
поминки,15,7,wake
помри,15,5,die
понести,15,7,to carry
послідовність,15,13,sequence
посміхатися,15,11,smile
похмілля,15,8,hangover
приземлення,15,11,landing
прикидатися,15,11,pretend
припадок,15,8,fit
припустити,15,10,to assume
природний,15,9,natural
пробіг,15,6,run
проповідь,15,9,sermon
противно,15,8,disgusting
пшеничка,15,8,wheat
рабство,15,7,slavery
решка,15,5,tails
рибалка,15,7,fishing
ризикнути,15,9,to take a risk
ріг,15,3,horn
розбиратися,15,11,understand
розвідка,15,8,intelligence
розглянути,15,10,to consider
світовий,15,8,world
середина,15,8,middle
сигарета,15,8,cigarette
синочок,15,7,little son
сирота,15,6,orphan
сканер,15,6,scanner
скеля,15,5,rock
славний,15,7,glorious
смузі,15,5,smoothie
смуток,15,6,sorrow
сноб,15,4,snob
собачка,15,7,doggie
сорт,15,4,sort
соціальний,15,10,social
спалювати,15,9,to burn
стабільний,15,10,stable
статуя,15,6,statue
стримати,15,8,restrain
стрічка,15,7,tape
строгий,15,7,austere
стукати,15,7,knock
стукач,15,6,nark
супермаркет,15,11,supermarket
східний,15,7,east
табу,15,4,taboo
так-так-так,15,11,yes-yes-yes
термінал,15,8,terminal
торговий,15,8,trade
торі,15,4,Tory
торнадо,15,7,tornado
турист,15,6,tourist
тутешній,15,8,local
увімкнути,15,9,turn on
узагалі,15,7,in general
управляти,15,9,manage
уф,15,2,ugh
ушах,15,4,ears
фальшивка,15,9,fake
фортепіано,15,10,piano
хала,15,4,hall
хімія,15,5,chemistry
хода,15,4,pace
хот-дог,15,7,hot dog
хребет,15,6,spine
цвинтар,15,7,cemetery
цех,15,3,shop
цім,15,3,this
чаша,15,4,cup
чистити,15,7,clean
шанувальник,15,11,fan
шарф,15,4,scarf
шось,15,4,something
шумно,15,5,noisily
щедро,15,5,generously
щеня,15,4,puppy
щітка,15,5,brush
юда,15,3,Judas
яскраво,15,7,bright
абат,14,4,abbot
активно,14,7,actively
активувати,14,10,activate
акула,14,5,shark
алкоголік,14,9,alcoholic
ангар,14,5,hangar
арештувати,14,10,to arrest
артефакт,14,8,artifact
ашкеназі,14,8,Ashkenazi
багатьма,14,8,many
боліло,14,6,it hurt
будити,14,6,wake
ввійти,14,6,enter
вежа,14,4,tower
ветеринар,14,9,veterinarian
вживати,14,7,use
взаємовідношення,14,16,relationship
вибити,14,6,to knock out
вибіг,14,5,ran out
викидати,14,8,throw out
вимкнений,14,9,turned off
випадком,14,8,by chance
вислів,14,6,expression
виставити,14,9,expose
відбиток,14,8,imprint
відлік,14,6,readout
відставати,14,10,lag behind
віч-на-віч,14,10,face to face
вмикати,14,7,turn on
внучка,14,6,granddaughter
восени,14,6,in the fall
впізнати,14,8,to recognize
вчення,14,6,doctrine
гадюка,14,6,viper
гамбургер,14,9,hamburger
гідравлічний,14,12,hydraulic
господом,14,8,by the way
гумус,14,5,humus
дешевий,14,7,cheap
джеб,14,4,jab
дінеш,14,5,you will
догляд,14,6,care
драбина,14,7,ladder
дурнуватий,14,10,foppish
електричний,14,11,electric
епідемія,14,8,epidemic
жага,14,4,thirst
задок,14,5,ass
задурно,14,7,foolishly
заклик,14,6,call
заклинання,14,10,spell
зала,14,4,hall
заледве,14,7,barely
замах,14,5,attempt
замести,14,7,to sweep
заощадження,14,11,savings
записувати,14,10,record
заподіяти,14,9,cause
заспокійливе,14,12,sedative
застосовувати,14,13,apply
застрелити,14,10,to shoot
захисник,14,8,defender
захищений,14,9,protected
західний,14,8,west
зацікавити,14,10,interest
зберіть,14,7,collect
звал,14,4,pile
злитися,14,7,to get angry
змалечку,14,8,from a young age
знаний,14,6,known
значити,14,7,mean
знищувати,14,9,destroy
зовнішній,14,9,external
зраджувати,14,10,betray
зять,14,4,son-in-law
ілюзія,14,6,illusion
іскра,14,5,spark
кажан,14,5,bat
каліка,14,6,cripple
ким-небудь,14,10,by someone
кислота,14,7,acid
кличка,14,6,alias
клітор,14,6,clitoris
конвой,14,6,convoy
корисний,14,8,useful
кортить,14,7,wants
краватка,14,8,tie
краєвид,14,7,landscape
крук,14,4,raven
кт,14,2,kt
купляти,14,7,to buy
лотос,14,5,lotus
мексиканський,14,13,Mexican
мерсі,14,5,mercy
моторошний,14,10,eerie
надійний,14,8,reliable
наказувати,14,10,order
напроти,14,7,opposite
напруга,14,7,High-voltage
натяк,14,5,hint
невидимий,14,9,invisible
незвичайний,14,11,unusual
некролог,14,8,obituary
неможливе,14,9,impossible
необхідність,14,12,necessity
нівроку,14,7,no year
ніжний,14,6,tender
нюх,14,3,smell
обидвоє,14,7,both
обіцяти,14,7,promise
облом,14,5,bummer
обручка,14,7,wedding ring
оплатити,14,8,pay
панікувати,14,10,panic
панк,14,4,punk
панна,14,5,young lady
папірець,14,8,piece of paper
передозування,14,13,overdose
перекладач,14,10,translator
перелік,14,7,list
переміщення,14,11,moving
перервати,14,9,interrupt
перехід,14,7,transition
писання,14,7,writing
пищик,14,5,beep
підбір,14,6,selection
підземний,14,9,underground
піднести,14,8,to present
племінник,14,9,nephew
плисти,14,6,to swim
плита,14,5,plate
повільний,14,9,slow
повноваження,14,12,powers
поводження,14,10,handling
поводити,14,8,behave
податкова,14,9,tax
подача,14,6,innings
подряпина,14,9,scratch
подумки,14,7,mentally
подушка,14,7,pillow
позбавитися,14,11,to get rid of
покладатися,14,11,rely
покупець,14,8,buyer
порівну,14,7,equally
порок,14,5,vice
посланець,14,9,messenger
потворний,14,9,ugly
потрохи,14,7,little by little
почистити,14,9,clean
прати,14,5,wash
провокація,14,10,provocation
прогнати,14,8,to drive away
проїзд,14,6,journey
прокуратура,14,11,prosecutor's office
протеже,14,7,protege
протилежне,14,10,contrary
профіль,14,7,profile
процвітання,14,11,prosperity
псевдонім,14,9,pseudonym
психотерапевт,14,13,psychotherapist
радник,14,6,adviser
рило,14,4,snout
рідкісний,14,9,rare
різати,14,6,cut
родео,14,5,rodeo
розвиватися,14,11,evolve
розкривати,14,10,disclose
розмістити,14,10,place
розпад,14,6,decay
розпорядження,14,13,order
розслідувати,14,12,investigate
романтичний,14,11,romantic
руйнівник,14,9,destroyer
самопочуття,14,11,well-being
сіно,14,4,hay
скелястий,14,9,rocky
скромний,14,8,modest
сморід,14,6,stench
смуга,14,5,strip
спа,14,3,spa
спалось,14,7,fell asleep
спеціаліст,14,10,specialist
співпраця,14,9,cooperation
сповна,14,6,in full
сповнений,14,9,full
спричинити,14,10,to cause
стадія,14,6,stage
стверджувати,14,12,affirm
створений,14,9,generated
степлер,14,7,stapler
судитися,14,8,to sue
супергерой,14,10,superhero
сухий,14,5,dry
сьома,14,5,seventh
таймер,14,6,timer
торгівля,14,8,trade
торговець,14,9,trader
точний,14,6,exact
туз,14,3,ace
тьфу,14,4,ugh
угруповання,14,11,grouping
ускладнення,14,11,complication
фарад,14,5,farad
фенікс,14,6,phoenix
фонтан,14,6,fountain
франкенштейн,14,12,Frankenstein
хокей,14,5,hockey
чайка,14,5,gull
черва,14,5,worm
четверга,14,8,Thursday
чип,14,3,chip
чмок,14,4,smack
чорнило,14,7,ink
чотириста,14,9,four hundred
чумацький,14,9,Milky Way
шапка,14,5,cap
шарм,14,4,charm
шкодувати,14,9,to regret
шов,14,3,seam
щедрий,14,6,generous
юнайтед,14,7,united
ятка,14,4,nut
абощо,13,5,or something
автозавод,13,9,car factory
адміністрація,13,13,administration
айпад,13,5,iPad
акваріум,13,8,aquarium
арсенал,13,7,arsenal
астронавт,13,9,astronaut
байстрюк,13,8,bastard
банкет,13,6,banquet
батьківщина,13,11,home
бачитися,13,8,meet
безробітний,13,11,unemployed
блоха,13,5,flea
бозон,13,5,boson
бомбардування,13,13,bombing
бригада,13,7,brigade
бронежилет,13,10,bulletproof vest
будка,13,5,booth
валіде,13,6,valide
валіза,13,6,suitcase
вгадати,13,7,guess
вгамувати,13,9,calm
вдягнений,13,9,dressed
вертатися,13,9,come back
весільний,13,9,of wedding
взаємодія,13,9,interaction
вибачити,13,8,to forgive
видалити,13,8,remove
виживати,13,8,survive
визнавати,13,9,recognize
виїзд,13,5,departure
вимовити,13,8,pronounce
винагорода,13,10,remuneration
вирішальний,13,11,decisive
виробляти,13,9,produce
виснажений,13,10,exhausted
висота,13,6,height
виховувати,13,10,educate
відгук,13,6,response
відремонтувати,13,14,repair
відрізнити,13,10,to distinguish
відсіч,13,6,rebuff
вікі,13,4,wiki
віконт,13,6,viscount
вітальня,13,8,living room
вішати,13,6,hang
вмовити,13,7,to persuade
водопостачання,13,14,water supply
возити,13,6,carry
впертий,13,7,stubborn
впіймати,13,8,to catch
втілення,13,8,embodiment
втіха,13,5,consolation
вуличний,13,8,street
гільдія,13,7,guild
горизонт,13,8,horizon
городок,13,7,town
господній,13,9,dominical
готовність,13,10,readiness
джинси,13,6,jeans
дивак,13,5,eccentric
долине,13,6,valley
домашні,13,7,home
дослідити,13,9,to investigate
доторкнутися,13,12,to touch
драма,13,5,drama
дрон,13,4,drone
друган,13,6,friend
екземпляр,13,9,copy
економіка,13,9,economy
ефективність,13,12,efficiency
жопа,13,4,ass
завагітніти,13,11,become pregnant
завантаження,13,12,loading
задумано,13,8,intended
закінчитися,13,11,to end
законопроект,13,12,bill
закривати,13,9,close
запалити,13,8,to light
запальничка,13,11,lighter
заскочити,13,9,to drop by
застарий,13,8,outdated
затемнення,13,10,eclipse
затримка,13,8,delay
захищатися,13,10,defend
зачіпка,13,7,pretext
заява,13,5,statement
заявити,13,7,declare
збентежений,13,11,confused
зберіться,13,9,gather yourselves
зблизька,13,8,close
зважати,13,7,to consider
здоровань,13,9,stalwart
зелень,13,6,green
злягання,13,8,copulation
знаходити,13,9,find
знищений,13,8,destroyed
золотко,13,7,gold
зцілення,13,8,healing
імперський,13,10,imperial
інтуїція,13,8,intuition
капкан,13,6,trap
катувати,13,8,torture
кашкет,13,6,cap
кварта,13,6,quart
кекс,13,4,cake
кишка,13,5,gut
кіборг,13,6,cyborg
клітка,13,6,cage
командний,13,9,commanding
комбінація,13,10,combination
комфорт,13,7,comfort
конче,13,5,certainly
кориця,13,6,cinnamon
корінь,13,6,root
коронер,13,7,coroner
корпорація,13,10,corporation
кривавий,13,8,bloody
ксьондзів,13,9,priests
куш,13,3,kush
ланцюжок,13,8,chain
листок,13,6,leaf
лічильник,13,9,counter
логіка,13,6,logic
лосось,13,6,salmon
ляпас,13,5,slap
мавпочка,13,8,monkey
мандрівка,13,9,journey
мандрувати,13,10,travel
маніпулювати,13,12,manipulate
матч-реванш,13,11,rematch
меліса,13,6,Melissa
менший,13,6,less
механіка,13,8,mechanics
мечеть,13,6,mosque
миг,13,3,moment
митець,13,6,artist
мітка,13,5,mark
модуль,13,6,module
молитва,13,7,prayer
молот,13,5,hammer
найшвидше,13,9,fastest
налити,13,6,pour
напруження,13,10,tension
нарада,13,6,conference
насос,13,5,pump
наявність,13,9,availability
невірно,13,7,wrong
незадовго,13,9,shortly
нерухомість,13,11,real estate
неясно,13,6,vaguely
нічия,13,5,draw
нудний,13,6,boring
нудьгувати,13,10,to be bored
обіцянка,13,8,promise
оборот,13,6,turnover
обробка,13,7,processing
одкровення,13,10,revelation
окунь,13,5,perch
опитування,13,10,poll
орган,13,5,authority
оренда,13,6,rent
офіціантка,13,10,waitress
панянка,13,7,miss
пасажир,13,7,passenger
пастух,13,6,shepherd
патріот,13,7,patriot
патякати,13,8,babble
пекти,13,5,bake
передавач,13,9,transmitter
перемовини,13,10,negotiations
перець,13,6,pepper
перукар,13,7,hairdresser
підбадьорити,13,12,to encourage
підходити,13,9,approach
піта,13,4,pita
по-англійськи,13,13,in English
побудований,13,11,built
повага,13,6,respect
поважний,13,8,esteemed
поверхня,13,8,surface
подобатися,13,10,like
покупка,13,7,purchase
поліпшити,13,9,improve
політичний,13,10,political
помінятися,13,10,change
пончик,13,6,donut
поп,13,3,pop
поранити,13,8,injure
порожнеча,13,9,emptiness
портер,13,6,porter
посилка,13,7,parcel
посміховисько,13,13,laughingstock
поспіх,13,6,haste
по-старому,13,10,in the old way
постачання,13,10,supply
постер,13,6,poster
постіль,13,7,bed
потайки,13,7,secretly
правиця,13,7,right hand
представитися,13,13,introduce oneself
прибулець,13,9,newcomer
привілей,13,8,privilege
привітатися,13,11,to say hello
пригород,13,8,suburb
природжений,13,11,congenital
провулок,13,8,lane
прокат,13,6,rolling
професійно,13,10,professionally
профі,13,5,pro
пустота,13,7,emptiness
пюре,13,4,puree
районний,13,8,district
